loannumber,dateapproved,sbaofficecode,processingmethod,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,term,sbaguarantypercentage,initialapprovalamount,currentapprovalamount,undisbursedamount,franchisename,servicinglenderlocationid,servicinglendername,servicinglenderaddress,servicinglendercity,servicinglenderstate,servicinglenderzip,ruralurbanindicator,hubzoneindicator,lmiindicator,businessagedescription,projectcity,projectcountyname,projectstate,projectzip,cd,jobsreported,naicscode,race,ethnicity,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,businesstype,originatinglenderlocationid,originatinglender,originatinglendercity,originatinglenderstate,gender,veteran,nonprofit,forgivenessamount,forgivenessdate
7738468509,03/06/2021,0593,PPP,CCD ELECTRIC LLC,8365 Emerick Close N/A,Reynoldsburg,OH,43068,03/11/2023,Charged Off,36,100,58654,58654,0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,R,N,N,Existing or more than 2 years old,Reynoldsburg,LICKING,OH,43068,OH-03,5,236118,Unanswered,Unknown/NotStated,,58652,,,,,,Sole Proprietorship,121536,Customers Bank,Malvern,PA,Unanswered,Unanswered,,,
1711697700,05/01/2020,0593,PPP,"THE NEXT ADVENTUROUS CHILD, LLC",4871 Duck Creek Road,CINCINNATI,OH,45227,02/19/2021,Paid in Full,24,100,58652,58652,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,Y,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45227-0001,OH-01,5,488510,Unanswered,Unknown/NotStated,,58652,,,,,,Subchapter S Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,59065.53,01/19/2021
5287568810,04/17/2021,0549,PPP,ZIVSAK INSURANCE AGENCY INC,9536 Ledge Acres Dr,Macedonia,OH,44056-1072,07/20/2022,Paid in Full,60,100,58652,58652,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,Existing or more than 2 years old,Macedonia,SUMMIT,OH,44056-1072,OH-13,2,524210,White,Unknown/NotStated,1,58645,,,,,,Subchapter S Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Male Owned,Non-Veteran,,,
5767087310,04/30/2020,0593,PPP,TOMMY VASILIOU LLC,6441 GLENWAY AVE,CINCINNATI,OH,45211,06/17/2021,Paid in Full,24,100,58647,58647,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45211-0001,OH-08,13,722511,White,Not Hispanic or Latino,,58647,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,59239.99,05/03/2021
1599977210,04/15/2020,0593,PPP,"GREEN AND ASSOCIATES, LLC",156 Woodrow Ave. Suite 3,SAINT CLAIRSVILLE,OH,43950-1196,04/20/2021,Paid in Full,24,100,58645,58645,0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,N,N,Existing or more than 2 years old,SAINT CLAIRSVILLE,BELMONT,OH,43950-1196,OH-06,4,541330,White,Unknown/NotStated,,58645,,,,,,Limited  Liability Company(LLC),225134,Truist Bank,CHARLOTTE,NC,Male Owned,Non-Veteran,,59120.68,02/11/2021
4268008806,04/16/2021,0593,PPS,GREEN AND ASSOCIATES LLC,156 Woodrow Ave Ste 3,Saint Clairsville,OH,43950-1196,,Exemption 4,60,100,58645,58645,0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,N,N,Existing or more than 2 years old,Saint Clairsville,BELMONT,OH,43950-1196,OH-06,4,541370,Unanswered,Unknown/NotStated,1,58643,,,,,,Limited  Liability Company(LLC),225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,,
6101947208,04/27/2020,0593,PPP,"EMERALD VET PRACTICE, LLC",2116 PARK HILLS DR,FAIRBORN,OH,45324,01/07/2021,Paid in Full,24,100,58637.5,58637.5,0,,75497,"WesBanco Bank, Inc.",1 Bank Plz,WHEELING,WV,26003-3543,U,Y,N,Existing or more than 2 years old,FAIRBORN,GREENE,OH,45324-0001,OH-08,11,541940,Unanswered,Unknown/NotStated,,58637.5,,,,,,Limited  Liability Company(LLC),75497,"WesBanco Bank, Inc.",WHEELING,WV,Unanswered,Unanswered,,59018.24,12/22/2020
4998877107,04/13/2020,0593,PPP,BAPNA FACIAL PLASTICS,6325 Emerald Pkwy Suite 1B,DUBLIN,OH,43016-3241,07/22/2021,Paid in Full,24,100,58635.27,58635.27,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,DUBLIN,FRANKLIN,OH,43016-3241,OH-15,6,621111,Unanswered,Unknown/NotStated,1200,21281.91,,18318,10000,4586.36,3249,Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,59329.34,06/24/2021
1864038306,01/20/2021,0549,PPS,ASSOCIATES FAMILY FOOT CARE LLC,1616 E Liberty St,Girard,OH,44420-2490,08/12/2021,Paid in Full,60,100,58635,58635,0,,188152,"Valley Economic Development Partners, Inc.",4319 Belmont Avenue,Youngstown,OH,44505,U,N,N,Existing or more than 2 years old,Girard,TRUMBULL,OH,44420-2490,OH-14,11,621391,Unanswered,Not Hispanic or Latino,1,58630,,,,,,Limited  Liability Company(LLC),188152,"Valley Economic Development Partners, Inc.",Youngstown,OH,Female Owned,Non-Veteran,,58926.55,07/28/2021
4082688704,03/31/2021,0593,PPS,JOSHUA HOADLEY,5560 Township Road 211,Marengo,OH,43334-9617,09/20/2022,Paid in Full,60,100,58635,58635,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,R,N,N,Existing or more than 2 years old,Marengo,MORROW,OH,43334-9617,OH-04,2,236210,Unanswered,Not Hispanic or Latino,1,58632,,,,,,Limited  Liability Company(LLC),48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,59404.36,07/28/2022
9726057706,05/01/2020,0593,PPP,PHOENIX INDUSTRIES &AMP; APPARATUS INC,6466 Snider Rd,Loveland,OH,45140,08/17/2021,Paid in Full,24,100,58634,58634,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,Y,Existing or more than 2 years old,Loveland,CLERMONT,OH,45140-0001,OH-01,5,811310,Unanswered,Unknown/NotStated,,58634,,,,,,Subchapter S Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,59262.11,06/02/2021
7588407107,04/14/2020,0593,PPP,"JEFF SMITH INSURANCE AGENCY, INC",1627 11TH STREET,PORTSMOUTH,OH,45662,02/16/2021,Paid in Full,24,100,58632.5,58632.5,0,,75497,"WesBanco Bank, Inc.",1 Bank Plz,WHEELING,WV,26003-3543,R,Y,Y,Existing or more than 2 years old,PORTSMOUTH,SCIOTO,OH,45662-0001,OH-02,6,524210,Unanswered,Not Hispanic or Latino,,58632.5,,,,,,Corporation,75497,"WesBanco Bank, Inc.",WHEELING,WV,Male Owned,Non-Veteran,,59056.58,01/13/2021
3567798303,01/22/2021,0593,PPS,PAUL J. PAWLOSKY OB-GYN INC.,1989 Miamisburg Centerville Rd Ste 302,Dayton,OH,45459-3858,02/18/2022,Paid in Full,60,100,58632,58632,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,Dayton,MONTGOMERY,OH,45459-3858,OH-10,8,621111,Unanswered,Unknown/NotStated,1,58629,,,,,,Subchapter S Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,59199.04,01/18/2022
1419357303,04/28/2020,0593,PPP,"TOTAL THERAPY SOLUTIONS, LLC",5900 Long Meadow Dr.,Middletown,OH,45005,11/17/2021,Paid in Full,24,100,58630,58630,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,Middletown,WARREN,OH,45005-0001,OH-01,6,621340,White,Not Hispanic or Latino,,58630,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,59148.84,04/01/2021
5124308808,04/17/2021,0593,PPS,MONTGOMERY PROFESSIONAL ASSOCIATES  INC,4422 Carver Woods Dr Ste 101,Blue Ash,OH,45242-5536,05/12/2021,Paid in Full,60,100,58630,58630,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,Existing or more than 2 years old,Blue Ash,HAMILTON,OH,45242-5536,OH-01,4,621112,Unanswered,Unknown/NotStated,1,58624,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,59224.44,05/12/2022
5337088306,01/25/2021,0549,PPS,FLAWLESS LASHES & SPRAY TAN LLC,1213 Hathaway Ave,Lakewood,OH,44107-2721,03/12/2022,Paid in Full,60,100,58630,58630,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,N,Existing or more than 2 years old,Lakewood,CUYAHOGA,OH,44107-2721,OH-11,8,812112,Unanswered,Unknown/NotStated,,58630,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,59252.13,02/22/2022
2755978007,06/24/2020,0593,PPP,"MORRIS W WASYLENKI DDS, MS LLC",414 West Cook Road,Mansfield,OH,44907-2320,06/16/2022,Paid in Full,60,100,58620,58620,0,,122043,WebBank,"215 S State St, Ste 1000",SALT LAKE CITY,UT,84111-2336,R,N,N,Existing or more than 2 years old,Mansfield,RICHLAND,OH,44907-2320,OH-04,8,621210,Unanswered,Unknown/NotStated,,58620,,,,,,Limited  Liability Company(LLC),122043,WebBank,SALT LAKE CITY,UT,Male Owned,Unanswered,,59122.75,09/13/2021
2988987407,05/06/2020,0593,PPP,CAR CONNECTION OHIO INC,2900 Oxford State Road,MIDDLETOWN,OH,45044,06/08/2021,Paid in Full,24,100,58620,58620,0,,223542,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111-5314,U,Y,Y,Existing or more than 2 years old,MIDDLETOWN,BUTLER,OH,45044-0001,OH-01,6,812990,Unanswered,Unknown/NotStated,14655,43965,,,,,,Subchapter S Corporation,223542,Celtic Bank Corporation,SALT LAKE CITY,UT,Unanswered,Unanswered,,59228.68,05/24/2021
3464648410,02/05/2021,0593,PPS,SCOTT CAMPBELL,12 Lexington Blvd,Delaware,OH,43015-4071,09/30/2021,Paid in Full,60,100,58615,58615,0,,58129,The Richwood Banking Company,24 E Blagrove St,RICHWOOD,OH,43344-1009,U,N,N,Existing or more than 2 years old,Delaware,DELAWARE,OH,43015-4071,OH-04,7,621210,Unanswered,Unknown/NotStated,,58615,,,,,,Sole Proprietorship,58129,The Richwood Banking Company,RICHWOOD,OH,Male Owned,Non-Veteran,,58931.36,08/24/2021
3960977200,04/27/2020,0593,PPP,"SCOTT CAMPBELL DBA SCOTT A CAMPBELL, DDS",12 LEXINGTON BLVD,DELAWARE,OH,43015,05/22/2021,Paid in Full,24,100,58615,58615,0,,58129,The Richwood Banking Company,24 E Blagrove St,RICHWOOD,OH,43344-1009,U,N,N,New Business or 2 years or less,DELAWARE,DELAWARE,OH,43015-0001,OH-04,4,621210,Unanswered,Unknown/NotStated,,58615,,,,,,Sole Proprietorship,58129,The Richwood Banking Company,RICHWOOD,OH,Male Owned,Non-Veteran,,58883.42,02/12/2021
6586877110,04/14/2020,0549,PPP,"NORTHWEST SERVICES OF SWANTON, INC.",101 E. Airport Hwy,Swanton,OH,43558,05/13/2021,Paid in Full,24,100,58613,58613,0,,81761,First Federal Savings & Loan Association of Delta,404 Main St,DELTA,OH,43515-1350,R,N,N,Existing or more than 2 years old,Swanton,FULTON,OH,43558-0001,OH-09,4,238220,Unanswered,Unknown/NotStated,,58613,,,,,,Subchapter S Corporation,81761,First Federal Savings & Loan Association of Delta,DELTA,OH,Unanswered,Unanswered,,58979.33,12/02/2020
2731658305,01/21/2021,0593,PPS,UNITED TOOL SUPPLY INC,851 Ohio Pike,Cincinnati,OH,45245-2203,03/26/2022,Paid in Full,60,100,58612,58612,0,,57943,RiverHills Bank,553 Chamber Dr,MILFORD,OH,45150-1498,U,N,N,Existing or more than 2 years old,Cincinnati,CLERMONT,OH,45245-2203,OH-02,6,333249,White,Unknown/NotStated,,58612,,,,,,Corporation,57943,RiverHills Bank,MILFORD,OH,Male Owned,Non-Veteran,,59040.19,10/25/2021
2014367302,04/29/2020,0593,PPP,"GARY K WRIGHT, DDS, INC.",8080 MILLERS FARM LANE,DAYTON,OH,45458,12/16/2021,Paid in Full,24,100,58610,58610,0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,N,Unanswered,DAYTON,MONTGOMERY,OH,45458-1100,OH-10,8,621210,White,Not Hispanic or Latino,,58610,,,,,,Corporation,456756,Cross River Bank,TEANECK,NJ,Male Owned,Veteran,,59507.62,11/17/2021
4262277101,04/13/2020,0593,PPP,"BLACKSTONE INSURANCE AGENCY, INC.",2730 Lexington Avenue,MANSFIELD,OH,44904-1429,04/07/2021,Paid in Full,24,100,58610,58610,0,,81184,Mechanics Bank,2 S Main St,MANSFIELD,OH,44902-2931,R,N,N,Existing or more than 2 years old,MANSFIELD,RICHLAND,OH,44904-1429,OH-04,6,524210,White,Not Hispanic or Latino,749,43941,,4200,,9720,,Corporation,81184,Mechanics Bank,MANSFIELD,OH,Female Owned,Unanswered,,59146.32,03/24/2021
6987037008,04/07/2020,0593,PPP,JEREMIAH W. SAUNDERS,8196 FENNER RD,LUDLOW FALLS,OH,45339-9743,12/19/2020,Paid in Full,24,100,58610,58610,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,R,N,N,Existing or more than 2 years old,LUDLOW FALLS,MIAMI,OH,45339-9743,OH-08,3,454390,White,Not Hispanic or Latino,1500,46888,100,,,2128,7994,Sole Proprietorship,57912,The Park National Bank,NEWARK,OH,Male Owned,Non-Veteran,,58945.6,11/27/2020
8244737004,04/08/2020,0549,PPP,"WICKLIFFE ACADEMY, INC.",28510 Euclid Ave,WICKLIFFE,OH,44092-2524,05/22/2021,Paid in Full,24,100,58607,58607,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,WICKLIFFE,LAKE,OH,44092-2524,OH-14,10,624410,Black or African American,Not Hispanic or Latino,,58607,,,,,,Subchapter S Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,59204.31,04/29/2021
1429337105,04/10/2020,0593,PPP,"CROWN POINT DENTAL CARE A. SHEILA SHAHAMAT DDS, LLC",1924 Bethel Road,COLUMBUS,OH,43220-1802,03/18/2021,Paid in Full,24,100,58600,58600,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,COLUMBUS,FRANKLIN,OH,43220-1802,OH-03,7,621210,Unanswered,Unknown/NotStated,,58600,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,58983.14,02/12/2021
2024817310,04/29/2020,0549,PPP,LAUREN M PRIMIANO DMD INC,7172 Columbia Rd.,Olmsted Township,OH,44138,06/19/2021,Paid in Full,24,100,58600,58600,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Olmsted Township,CUYAHOGA,OH,44138-0001,OH-07,7,621210,Unanswered,Unknown/NotStated,,58600,,,,,,Subchapter S Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Female Owned,Unanswered,,59195.63,05/11/2021
2179677201,04/15/2020,0549,PPP,KARLCO OILFIELD SERVICES INC.,141 east jefferson st,JEFFERSON,OH,44047-1113,03/18/2021,Paid in Full,24,100,70600,58600,0,,60009,First Commonwealth Bank,600 Philadelphia St,INDIANA,PA,15701-3904,R,N,N,Existing or more than 2 years old,JEFFERSON,ASHTABULA,OH,44047-1113,OH-14,9,532412,Unanswered,Unknown/NotStated,,58600,,,,,,Corporation,60009,First Commonwealth Bank,INDIANA,PA,Unanswered,Unanswered,,59080.04,02/19/2021
2325507206,04/16/2020,0593,PPP,PFMW CHIPPEWA LLC,4503 MARBURG AVE,CINCINNATI,OH,45209-5004,08/19/2021,Paid in Full,24,100,58600,58600,0,Planet Fitness,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,New Business or 2 years or less,CINCINNATI,HAMILTON,OH,45209-5004,OH-01,23,713940,Unanswered,Unknown/NotStated,,58600,,,,,,Limited  Liability Company(LLC),58036,Fifth Third Bank,CINCINNATI,OH,Male Owned,Unanswered,,59317.85,07/14/2021
2391097310,04/29/2020,0549,PPP,BETTERBUILT.COM LLC,6316 MIDDLEBRANCH AVE,CANTON,OH,44721-3555,07/17/2021,Paid in Full,24,100,58600,58600,0,,60009,First Commonwealth Bank,600 Philadelphia St,INDIANA,PA,15701-3904,U,N,N,Unanswered,CANTON,STARK,OH,44721-3555,OH-13,5,811212,White,Not Hispanic or Latino,,58600,,,,,,Limited  Liability Company(LLC),60009,First Commonwealth Bank,INDIANA,PA,Male Owned,Veteran,,59240.59,06/14/2021
3622357700,05/01/2020,0549,PPP,WESTVIEW ELECTRIC CORPORATION,1060 W Bagley Rd,Berea,OH,44017,08/19/2021,Paid in Full,24,100,58600,58600,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Unanswered,Berea,CUYAHOGA,OH,44017-0001,OH-07,5,238210,Unanswered,Unknown/NotStated,,58600,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,57959.39,12/10/2020
3741337207,04/27/2020,0593,PPP,DENNIS A MARIKIS PHD INC,788 LEXINGTON AVE,MANSFIELD,OH,44907,11/17/2021,Paid in Full,24,100,58600,58600,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,R,N,N,Existing or more than 2 years old,MANSFIELD,RICHLAND,OH,44907-0501,OH-04,3,621111,White,Not Hispanic or Latino,,58600,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,59153.89,04/12/2021
4152208609,03/18/2021,0549,PPP,SUBCITY3 LLC,20920 Southgate Park Blvd N/A,Maple Heights,OH,44137-2917,01/31/2022,Paid in Full,60,100,58600,58600,0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,U,Y,Y,Existing or more than 2 years old,Maple Heights,CUYAHOGA,OH,44137-2917,OH-11,11,722511,Unanswered,Unknown/NotStated,,58598,,,,,,Sole Proprietorship,121536,Customers Bank,Malvern,PA,Male Owned,Veteran,,59041.51,01/06/2022
4220877204,04/27/2020,0593,PPP,"CAPITAL TRANSPORTATION, INC",1170 N Cassady Ave,Columbus,OH,43219,06/04/2021,Paid in Full,24,100,58600,58600,0,,102811,Telhio Credit Union Inc,330 Rush Aly Suite 500,COLUMBUS,OH,43215,U,Y,Y,Existing or more than 2 years old,Columbus,FRANKLIN,OH,43219-0001,OH-03,6,484220,Unanswered,Unknown/NotStated,,58600,,,,,,Corporation,102811,Telhio Credit Union Inc,COLUMBUS,OH,Unanswered,Unanswered,,59226.69,05/26/2021
4972147004,04/04/2020,0549,PPP,THE STEARN PROPERTY GROUP,"2930 Edison St, Suite A",UNIONTOWN,OH,44685,04/21/2021,Paid in Full,24,100,58600,58600,0,RE/Max Ohio Region,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,UNIONTOWN,STARK,OH,44685-0001,OH-13,3,531210,Unanswered,Not Hispanic or Latino,,58600,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,59134.62,03/24/2021
5799208702,04/03/2021,0549,PPP,GROUND PRO LLC,1168 Noble Ave,Barberton,OH,44203-7531,12/21/2021,Paid in Full,60,100,58600,58600,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,Y,Existing or more than 2 years old,Barberton,SUMMIT,OH,44203-7531,OH-13,18,561730,Unanswered,Unknown/NotStated,1,58598,,,,,,Partnership,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,58923.83,10/27/2021
6407667308,04/30/2020,0593,PPP,ROSE & REMINGTON NORTH INC,35 E MAIN ST,LEBANON,OH,45036-2246,04/09/2021,Paid in Full,24,100,58600,58600,0,,57878,1st National Bank,1000 E Main St,Lebanon,OH,45036,U,N,N,New Business or 2 years or less,LEBANON,WARREN,OH,45036-2246,OH-01,22,452319,Unanswered,Not Hispanic or Latino,4600,,48000,6000,,,,Corporation,57878,1st National Bank,Lebanon,OH,Female Owned,Non-Veteran,,59124.14,03/23/2021
6511627100,04/14/2020,0593,PPP,G G RESTAURANT MANAGEMENT INC,4407 St. Rt. 725,Bellbrook,OH,45305,06/10/2021,Paid in Full,24,100,58600,58600,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,Bellbrook,GREENE,OH,45305-0001,OH-10,25,722511,Unanswered,Unknown/NotStated,,58600,,,,,,Subchapter S Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,59247.86,05/24/2021
6831467001,04/07/2020,0593,PPP,"UNITED TOOL SUPPLY, INC.",851 OHIO PIKE,CINCINNATI,OH,45245-2203,02/16/2021,Paid in Full,24,100,58600,58600,0,,57943,RiverHills Bank,553 Chamber Dr,MILFORD,OH,45150-1498,U,N,N,Existing or more than 2 years old,CINCINNATI,CLERMONT,OH,45245-2203,OH-02,9,333249,White,Unknown/NotStated,,58600,,,,,,Corporation,57943,RiverHills Bank,MILFORD,OH,Male Owned,Non-Veteran,,59057.41,01/20/2021
7603577100,04/14/2020,0549,PPP,"CERTIFIED PROFESSIONAL RESTORATION, LLC",435 APPLEGROVE ST NW UNIT A,NORTH CANTON,OH,44720-1617,06/22/2021,Paid in Full,24,100,58600,58600,0,,58322,Civista Bank,100 E Water St,SANDUSKY,OH,44870-2524,U,N,N,Existing or more than 2 years old,NORTH CANTON,STARK,OH,44720-1617,OH-13,6,561790,Unanswered,Unknown/NotStated,,52400,,6200,,,,Limited  Liability Company(LLC),58322,Civista Bank,SANDUSKY,OH,Unanswered,Unanswered,,59272.27,06/04/2021
8215237106,04/15/2020,0593,PPP,RADIANT SALES INC. DBA RADIANT POOL AND SPA,2156  Scioto Trail,Portsmouth,OH,45662,07/22/2021,Paid in Full,24,100,58600,58600,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,R,Y,Y,Existing or more than 2 years old,Portsmouth,SCIOTO,OH,45662-0001,OH-02,25,453998,Unanswered,Unknown/NotStated,,58600,,,,,,Subchapter S Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,59242.19,06/02/2021
9138507006,04/09/2020,0593,PPP,"ASSOCIATED CHRISTIAN BROADCASTERS, INC.",104 PO BOX,BLUFFTON,OH,45817-0104,04/20/2021,Paid in Full,24,100,58600,58600,0,,58022,The First National Bank of Pandora,102 E Main St,PANDORA,OH,45877-8706,U,N,N,Existing or more than 2 years old,BLUFFTON,ALLEN,OH,45817-0104,OH-04,11,515112,Unanswered,Unknown/NotStated,,58600,,,,,,Non-Profit Organization,58022,The First National Bank of Pandora,PANDORA,OH,Unanswered,Unanswered,Y,58768,02/04/2021
5852118710,04/03/2021,0593,PPP,FAIRWOOD MANUFACTURING LTD,7039 Township Road 673,Millersburg,OH,44654-8834,09/15/2021,Paid in Full,60,100,58597,58597,0,,57651,The Killbuck Savings Bank Co.,165 N Main St,KILLBUCK,OH,44637-9795,R,N,N,Existing or more than 2 years old,Millersburg,HOLMES,OH,44654-8834,OH-12,13,321213,Unanswered,Unknown/NotStated,,58597,,,,,,Limited  Liability Company(LLC),57651,The Killbuck Savings Bank Co.,KILLBUCK,OH,Unanswered,Unanswered,,58788.04,08/04/2021
9496487002,04/09/2020,0593,PPP,RELIANT RESTORATION,327 MOUNT VERNON AVE,SPRINGFIELD,OH,45503-4143,11/10/2021,Paid in Full,24,100,63660,58592,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,U,Y,Y,Existing or more than 2 years old,SPRINGFIELD,CLARK,OH,45503-4143,OH-10,7,238990,White,Not Hispanic or Latino,,58592,,,,,,Limited  Liability Company(LLC),57912,The Park National Bank,NEWARK,OH,Male Owned,Non-Veteran,,59457.24,10/20/2021
8805517303,05/01/2020,0549,PPP,"COMPREHENSIVE RISK MANAGMENT, INC.","6480 Rockside Woods Blvd, Suite 390",INDEPENDENCE,OH,44131,02/23/2021,Paid in Full,24,100,58590,58590,0,,59954,CNB Bank,31 S Second St,CLEARFIELD,PA,16830,U,N,N,Existing or more than 2 years old,INDEPENDENCE,CUYAHOGA,OH,44131-0001,OH-07,3,541618,White,Not Hispanic or Latino,,58590,,,,,,Corporation,59954,CNB Bank,CLEARFIELD,PA,Male Owned,Non-Veteran,,59000.93,01/20/2021
7145398909,05/05/2021,0549,PPS,SITEWORK SERVICES LLC,2336 Yorkview Rd SW,New Philadelphia,OH,44663-7532,08/07/2021,Paid in Full,60,100,58587,58587,0,,83048,First Federal Community Bank National Association,141 W Ohio Ave,Dover,OH,44622,R,N,N,Existing or more than 2 years old,New Philadelphia,TUSCARAWAS,OH,44663-7532,OH-06,7,238910,White,Not Hispanic or Latino,1,58584,,,,,,Limited  Liability Company(LLC),83048,First Federal Community Bank National Association,Dover,OH,Male Owned,Non-Veteran,,58694.41,07/19/2021
7717398404,02/12/2021,0593,PPP,FORREST ENTERPRISES INC,510 W Statler Rd,Piqua,OH,45356-8281,02/18/2022,Paid in Full,60,100,58587,58587,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,R,N,N,Existing or more than 2 years old,Piqua,MIAMI,OH,45356-8281,OH-15,8,339920,Unanswered,Unknown/NotStated,,58587,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,59124.05,01/19/2022
8594248300,01/29/2021,0549,PPS,BEYOND EXPECTATIONS BARBER COLLEGE LLC,2202 Romig Rd,Akron,OH,44320-3852,08/12/2022,Paid in Full,60,100,58583,58583,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,Y,Y,Existing or more than 2 years old,Akron,SUMMIT,OH,44320-3852,OH-13,8,611310,Black or African American,Not Hispanic or Latino,1,58581,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Veteran,,59443.29,07/21/2022
8731307306,05/01/2020,0593,PPP,"HILLIARD DENTAL - NEERU SHARMA, DDS, LLC",5132 NORWICH ST,HILLIARD,OH,43026-1442,09/15/2021,Paid in Full,24,100,58576,58576,0,,57998,The Old Fort Banking Company,8034 Main St,OLD FORT,OH,44861,U,N,N,Existing or more than 2 years old,HILLIARD,FRANKLIN,OH,43026-1442,OH-15,8,621210,Unanswered,Unknown/NotStated,5857.6,46860.8,,5857.6,,,,Sole Proprietorship,57998,The Old Fort Banking Company,OLD FORT,OH,Unanswered,Unanswered,,59304.95,08/02/2021
