loannumber,dateapproved,sbaofficecode,processingmethod,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,term,sbaguarantypercentage,initialapprovalamount,currentapprovalamount,undisbursedamount,franchisename,servicinglenderlocationid,servicinglendername,servicinglenderaddress,servicinglendercity,servicinglenderstate,servicinglenderzip,ruralurbanindicator,hubzoneindicator,lmiindicator,businessagedescription,projectcity,projectcountyname,projectstate,projectzip,cd,jobsreported,naicscode,race,ethnicity,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,businesstype,originatinglenderlocationid,originatinglender,originatinglendercity,originatinglenderstate,gender,veteran,nonprofit,forgivenessamount,forgivenessdate
9901547208,04/28/2020,0549,PPP,ST MICHAEL'S IN THE HILLS EPISCOP,4718 BRITTANY RD,OTTAWA HILLS,OH,43615-2314,10/07/2021,Paid in Full,24,100,57000,57000,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Unanswered,OTTAWA HILLS,LUCAS,OH,43615-2314,OH-09,9,813110,Unanswered,Unknown/NotStated,,57000,,,,,,Non-Profit Organization,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,Y,55393.88,08/03/2021
4056437307,04/29/2020,0549,PPP,"T.K.M. UNLIMITED,INC",1516 Main Street,CUYAHOGA FALLS,OH,44221-4937,09/15/2021,Paid in Full,24,100,56994.91,56994.91,0,,222943,"Westfield Bank, FSB",Two Park Cir,WESTFIELD CENTER,OH,44251,U,N,N,Existing or more than 2 years old,CUYAHOGA FALLS,SUMMIT,OH,44221-4937,OH-13,3,339999,Unanswered,Unknown/NotStated,,56994.91,,,,,,Subchapter S Corporation,222943,"Westfield Bank, FSB",WESTFIELD CENTER,OH,Unanswered,Unanswered,,57733.5,08/24/2021
9470928502,03/12/2021,0549,PPS,INTEGRITY GROUP SERVICES LLC,517 E Main St,Louisville,OH,44641-1421,11/16/2021,Paid in Full,60,100,56994.25,56994.25,0,,60009,First Commonwealth Bank,600 Philadelphia St,INDIANA,PA,15701-3904,U,N,N,Existing or more than 2 years old,Louisville,STARK,OH,44641-1421,OH-06,21,561720,White,Unknown/NotStated,,56994.25,,,,,,Limited  Liability Company(LLC),60009,First Commonwealth Bank,INDIANA,PA,Female Owned,Non-Veteran,,57336.22,10/22/2021
4723018409,02/06/2021,0549,PPS,AUGIES PIZZA OF SOUTH RUSSELL,5210 Chillicothe Rd,Chagrin Falls,OH,44022-4300,12/21/2021,Paid in Full,60,100,56994,56994,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,R,N,N,Existing or more than 2 years old,Chagrin Falls,GEAUGA,OH,44022-4300,OH-14,19,722511,Unanswered,Unknown/NotStated,1,56989,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,57437.29,11/17/2021
1312748309,01/16/2021,0593,PPS,"COUNTER-ADVICE, INC",7002 State Route 123,Franklin,OH,45005-2358,07/17/2021,Paid in Full,60,100,56985,56985,0,,57802,Farmers & Merchants Bank,41 S First St,MIAMISBURG,OH,45342-2815,U,N,N,Existing or more than 2 years old,Franklin,WARREN,OH,45005-2358,OH-01,8,238990,Unanswered,Not Hispanic or Latino,1,56983,,,,,,Corporation,57802,Farmers & Merchants Bank,MIAMISBURG,OH,Male Owned,Non-Veteran,,57214.52,06/15/2021
6098818307,01/26/2021,0549,PPS,K & R COMMUNICATIONS INC,9759 Shepard Trl,Macedonia,OH,44056-1151,12/14/2021,Paid in Full,60,100,56985,56985,0,,57805,The Middlefield Banking Company,15985 E High St,MIDDLEFIELD,OH,44062,U,N,N,Existing or more than 2 years old,Macedonia,SUMMIT,OH,44056-1151,OH-13,5,238210,White,Not Hispanic or Latino,,56985,,,,,,Subchapter S Corporation,57805,The Middlefield Banking Company,MIDDLEFIELD,OH,Female Owned,Non-Veteran,,57412.78,11/01/2021
6774037004,04/07/2020,0593,PPP,"COUNTER-ADVICE, INC",7002 St Rt 123,FRANKLIN,OH,45005-2358,11/18/2020,Paid in Full,24,100,56985,56985,0,,57802,Farmers & Merchants Bank,41 S First St,MIAMISBURG,OH,45342-2815,U,N,N,Existing or more than 2 years old,FRANKLIN,WARREN,OH,45005-2358,OH-01,8,238350,Unanswered,Not Hispanic or Latino,,56985,,,,,,Corporation,57802,Farmers & Merchants Bank,MIAMISBURG,OH,Male Owned,Non-Veteran,,57266.76,10/13/2020
8961387009,04/09/2020,0593,PPP,R. E. WAGONER & SONS INC.,13581 State Route 550,ATHENS,OH,45701,01/22/2021,Paid in Full,24,100,56985,56985,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,R,N,N,Existing or more than 2 years old,ATHENS,ATHENS,OH,45701-0001,OH-12,8,484110,White,Not Hispanic or Latino,,56985,,,,,,Subchapter S Corporation,57912,The Park National Bank,NEWARK,OH,Male Owned,Non-Veteran,,57356.57,12/17/2020
1297308503,02/18/2021,0593,PPS,RELIABLE LOG HOME RESTORATION LLC,655 W Home Rd,Springfield,OH,45504-1022,09/28/2021,Paid in Full,60,100,56982.5,56982.5,0,,103436,Wright Patt CU Inc,3560 Pentagon Blvd,BEAVERCREEK,OH,45431-1706,U,N,N,Existing or more than 2 years old,Springfield,CLARK,OH,45504-1022,OH-10,7,236118,Unanswered,Unknown/NotStated,,56981.5,,,,,,Corporation,103436,Wright Patt CU Inc,BEAVERCREEK,OH,Unanswered,Unanswered,,57251.02,08/17/2021
4359177309,04/29/2020,0549,PPP,"CINDY NORCROSS INSURANCE AGENCY, INC",348 MILAN AVE STE 4,NORWALK,OH,44857,12/16/2021,Paid in Full,24,100,56981,56981,0,,57578,The Croghan Colonial Bank,323 Croghan St,FREMONT,OH,43420-3013,R,Y,N,Existing or more than 2 years old,NORWALK,HURON,OH,44857-0001,OH-05,5,524210,Unanswered,Unknown/NotStated,5698.5,45584,,5698.5,,,,Corporation,57578,The Croghan Colonial Bank,FREMONT,OH,Unanswered,Unanswered,,57430.52,02/17/2021
9059027202,04/28/2020,0593,PPP,RELIABLE LOG HOME RESTORATION SERVICE,655 W Home Rd,Springfield,OH,45504-1022,02/17/2021,Paid in Full,24,100,56975,56975,0,,103436,Wright Patt CU Inc,3560 Pentagon Blvd,BEAVERCREEK,OH,45431-1706,U,N,N,Existing or more than 2 years old,Springfield,CLARK,OH,45504-1022,OH-10,8,236118,Unanswered,Unknown/NotStated,,56975,,,,,,Corporation,103436,Wright Patt CU Inc,BEAVERCREEK,OH,Unanswered,Unanswered,,57354.31,01/07/2021
3603277204,04/27/2020,0593,PPP,JYOTHI PURAM M. D. INC,1730 E. HIGH ST.,SPRINGFIELD,OH,45505,05/22/2021,Paid in Full,24,100,56972.5,56972.5,0,,58129,The Richwood Banking Company,24 E Blagrove St,RICHWOOD,OH,43344-1009,U,Y,Y,Existing or more than 2 years old,SPRINGFIELD,CLARK,OH,45505-1001,OH-10,4,621111,Unanswered,Unknown/NotStated,,56972.5,,,,,,Corporation,58129,The Richwood Banking Company,RICHWOOD,OH,Unanswered,Unanswered,,57267.51,11/12/2020
3911388309,01/22/2021,0593,PPS,JYOTHI PURAM M.D. INC,1730 E High St,Springfield,OH,45505-1208,09/30/2021,Paid in Full,60,100,56972.5,56972.5,0,,58129,The Richwood Banking Company,24 E Blagrove St,RICHWOOD,OH,43344-1009,U,Y,Y,Existing or more than 2 years old,Springfield,CLARK,OH,45505-1208,OH-10,4,621111,Unanswered,Unknown/NotStated,1,56966.5,,,,,,Corporation,58129,The Richwood Banking Company,RICHWOOD,OH,Unanswered,Unanswered,,57331.5,09/13/2021
6593217305,04/30/2020,0593,PPP,"CLARITY TECHNOLOGY SOLUTIONS, L.L.C",12020 WATKINS RD.,MARYSVILLE,OH,43040,06/24/2021,Paid in Full,24,100,56972,56972,0,,58129,The Richwood Banking Company,24 E Blagrove St,RICHWOOD,OH,43344-1009,R,N,N,Existing or more than 2 years old,MARYSVILLE,UNION,OH,43040-0001,OH-04,9,541511,Unanswered,Unknown/NotStated,,56972,,,,,,Limited  Liability Company(LLC),58129,The Richwood Banking Company,RICHWOOD,OH,Unanswered,Unanswered,,57552.65,05/19/2021
5866348307,01/26/2021,0593,PPS,ANTHONY FORTE,3475 North Bend Rd,Cincinnati,OH,45239-8602,10/09/2021,Paid in Full,60,100,56971.24,56971.24,0,,57659,LCNB National Bank,2 N Broadway,LEBANON,OH,45036-1787,U,N,N,Existing or more than 2 years old,Cincinnati,HAMILTON,OH,45239-8602,OH-08,7,621210,White,Not Hispanic or Latino,1,56969.24,,,,,,Sole Proprietorship,87161,LCNB National Bank,Cincinnati,OH,Male Owned,Non-Veteran,,57338.04,09/22/2021
6255947102,04/14/2020,0593,PPP,ANTHONY E. FORTE DDS LLC,3475 North Bend Rd,CINCINNATI,OH,45239-8602,04/09/2021,Paid in Full,24,100,56971.24,56971.24,0,,57659,LCNB National Bank,2 N Broadway,LEBANON,OH,45036-1787,U,N,N,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45239-8602,OH-08,7,621210,White,Not Hispanic or Latino,,56971.24,,,,,,Sole Proprietorship,87161,LCNB National Bank,Cincinnati,OH,Male Owned,Non-Veteran,,57427.01,02/02/2021
1420617110,04/10/2020,0549,PPP,"SHANE'S EQUIPMENT SALES, LLC",16300 S. Waterloo Rd,CLEVELAND,OH,44110-3802,04/15/2021,Paid in Full,24,100,56969.07,56969,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,Y,Y,Existing or more than 2 years old,CLEVELAND,CUYAHOGA,OH,44110-3802,OH-11,4,423830,White,Not Hispanic or Latino,,56969,,,,,,Limited  Liability Company(LLC),121736,The Huntington National Bank,SIOUX FALLS,SD,Male Owned,Non-Veteran,,57490.31,03/18/2021
3576938408,02/05/2021,0593,PPS,HARDER INVESTMENTS LLC,1227 W Ohio Pike,Amelia,OH,45102-1202,09/20/2022,Charged Off,34,100,56967,56967,0,Dickey's Barbecue Pit,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,Amelia,CLERMONT,OH,45102-1202,OH-02,20,722513,Unanswered,Not Hispanic or Latino,1,56964,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,,
4527008409,02/06/2021,0549,PPS,BTA COLLISION LLC,27500 Lorain Rd,North Olmsted,OH,44070-4038,11/11/2021,Paid in Full,60,100,56967,56967,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,North Olmsted,CUYAHOGA,OH,44070-4038,OH-07,6,811121,Unanswered,Unknown/NotStated,1,56965,,,,,,Subchapter S Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,57372.1,10/25/2021
1778068504,02/19/2021,0549,PPS,MYWAY BISTRO LLC,5827 Monroe St 5827 Monroe St,Sylvania,OH,43560-2210,02/11/2022,Paid in Full,60,100,56966,56966,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,Sylvania,LUCAS,OH,43560-2210,OH-09,22,722511,White,Not Hispanic or Latino,1,56960,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Male Owned,Non-Veteran,,57462.87,01/06/2022
1061697708,05/01/2020,0549,PPP,AARYAN FOOD MART LLC DBA COLUMBIA CONVEN,25093 SPRAGUE RD,COLUMBIA STATION,OH,44028,09/30/2021,Paid in Full,24,100,56965,56965,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,COLUMBIA STATION,LORAIN,OH,44028-0301,OH-05,7,,Unanswered,Unknown/NotStated,8709,36456,,11800,,,,Limited  Liability Company(LLC),194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,57696.94,08/17/2021
2544047308,04/29/2020,0593,PPP,ENVIROTECT LLC,185 COHEN DR,ZANESVILLE,OH,43701-7585,05/11/2021,Paid in Full,24,100,56965,56965,0,,57464,The Community Bank,113 N Fifth St,ZANESVILLE,OH,43701-3533,R,N,N,Existing or more than 2 years old,ZANESVILLE,MUSKINGUM,OH,43701-7585,OH-12,5,562998,Unanswered,Unknown/NotStated,,56965,,,,,,Limited  Liability Company(LLC),57464,The Community Bank,ZANESVILLE,OH,Male Owned,Unanswered,,57510.91,04/28/2021
7758657007,04/08/2020,0593,PPP,SOFA AND MATTRESS OUTLET LLC,606 E STATE ST,ATHENS,OH,45701-2106,11/10/2021,Paid in Full,24,100,56962,56962,0,,53270,The Hocking Valley Bank,7 W Stimson Ave,ATHENS,OH,45701-2649,R,Y,Y,Existing or more than 2 years old,ATHENS,ATHENS,OH,45701-2106,OH-12,6,442110,Unanswered,Not Hispanic or Latino,2000,45570,9392,,,,,Limited  Liability Company(LLC),53270,The Hocking Valley Bank,ATHENS,OH,Male Owned,Unanswered,,57294.28,11/12/2020
7190688901,05/07/2021,0593,PPS,ZEPHYR PARTNERS LLC,3038 Madison Rd,Cincinnati,OH,45209-1751,05/18/2022,Paid in Full,60,100,56960,56960,0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,Cincinnati,HAMILTON,OH,45209-1751,OH-01,10,812112,Unanswered,Unknown/NotStated,1,56958,,,,,,Limited  Liability Company(LLC),225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,57513.78,04/26/2022
8864177101,04/15/2020,0549,PPP,"CHRIS BRICKNER ENTERPRISES, INC.",8806 Tyler Blvd,MENTOR,OH,44060,11/17/2021,Paid in Full,24,100,56960,56960,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,MENTOR,LAKE,OH,44060-0900,OH-14,3,423720,White,Not Hispanic or Latino,,56960,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,57440.65,03/02/2021
2708387106,04/11/2020,0593,PPP,REHAGE LANDSCAPE LLC,1510 BALDRIDGE CT,HARRISON,OH,45030-2824,05/15/2021,Paid in Full,24,100,56959.22,56959.22,0,,22974,"FCN Bank, National Association",501 Main St,BROOKVILLE,IN,47012-1407,U,N,N,Existing or more than 2 years old,HARRISON,HAMILTON,OH,45030-2824,OH-08,26,541320,White,Not Hispanic or Latino,,56959.22,,,,,,Limited  Liability Company(LLC),22974,"FCN Bank, National Association",BROOKVILLE,IN,Male Owned,Non-Veteran,,57544.63,04/22/2021
2078267404,05/05/2020,0593,PPP,CHRISMAN H2O CONDITIONING,1020 E MARKET ST,WASHINGTON COURT HOUSE,OH,43160-1659,11/13/2021,Paid in Full,24,100,56957.75,56957.75,0,,82970,Southern Hills Community Bank,45 E Main St,LEESBURG,OH,45135-9261,R,Y,Y,Unanswered,WASHINGTON COURT HOUSE,FAYETTE,OH,43160-1659,OH-15,7,221310,White,Not Hispanic or Latino,8000,45000,3957.75,,,,,Sole Proprietorship,82970,Southern Hills Community Bank,LEESBURG,OH,Male Owned,Unanswered,,57685.54,08/12/2021
1421768608,03/13/2021,0593,PPS,CKR PRECISION GRINDING,19701 Reichelderfer Rd,Wapakoneta,OH,45895-7723,11/11/2021,Paid in Full,60,100,56950.82,56950.82,0,,57861,Minster Bank,95 W Fourth St,MINSTER,OH,45865-1060,R,N,Y,Existing or more than 2 years old,Wapakoneta,AUGLAIZE,OH,45895-7723,OH-04,1,339910,Unanswered,Unknown/NotStated,,56948.82,,,,,,Limited  Liability Company(LLC),57861,Minster Bank,MINSTER,OH,Unanswered,Unanswered,,57261.32,10/04/2021
7203847001,04/07/2020,0593,PPP,DAIRY BARN SOUTHEASTERN OHIO CULTURAL ARTS CENTER INC.,8000 DAIRY LN,ATHENS,OH,45701-9393,11/10/2021,Paid in Full,24,100,56950,56950,0,,53270,The Hocking Valley Bank,7 W Stimson Ave,ATHENS,OH,45701-2649,R,Y,Y,Existing or more than 2 years old,ATHENS,ATHENS,OH,45701-9393,OH-12,8,712110,Unanswered,Not Hispanic or Latino,2000,45560,9390,,,,,Non-Profit Organization,53270,The Hocking Valley Bank,ATHENS,OH,Female Owned,Unanswered,Y,57385.03,01/19/2021
7617837107,04/14/2020,0549,PPP,THE MOWER SHOP INC.,3055 Pearl Rd,MEDINA,OH,44256,05/22/2021,Paid in Full,24,100,56950,56950,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,MEDINA,MEDINA,OH,44256-1101,OH-07,10,423820,White,Not Hispanic or Latino,,56950,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Veteran,,57527.3,04/29/2021
9102448703,04/08/2021,0593,PPP,ELIDA ROAD TIRE SERVICE LLC,4240 Elida Rd,Lima,OH,45807-1550,09/28/2021,Paid in Full,60,100,56949,56949,0,,103319,"Superior CU, Inc.",4230 Elida Rd,LIMA,OH,45807-1550,U,N,N,Existing or more than 2 years old,Lima,ALLEN,OH,45807-1550,OH-04,9,811111,Unanswered,Unknown/NotStated,1,56948,,,,,,Limited  Liability Company(LLC),103319,"Superior CU, Inc.",LIMA,OH,Unanswered,Unanswered,,57151.49,08/20/2021
8253817703,05/01/2020,0593,PPP,BBC AVIATION ENTERPRISES,4555 LAKE DR,BLUE ASH,OH,45242,05/22/2021,Paid in Full,24,100,56947,56947,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,BLUE ASH,HAMILTON,OH,45242-0001,OH-01,2,,Unanswered,Unknown/NotStated,,56947,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,57472.18,04/02/2021
4289728308,01/23/2021,0549,PPS,KANE&DALLESANDRO LLC,8505 Tanglewood Sq,Chagrin Falls,OH,44023-6434,04/15/2021,Paid in Full,60,100,56945.47,56945.47,0,,57805,The Middlefield Banking Company,15985 E High St,MIDDLEFIELD,OH,44062,R,N,N,Existing or more than 2 years old,Chagrin Falls,GEAUGA,OH,44023-6434,OH-14,6,621320,White,Not Hispanic or Latino,1,56940.47,,,,,,Limited  Liability Company(LLC),57805,The Middlefield Banking Company,MIDDLEFIELD,OH,Male Owned,Non-Veteran,,,
1096947210,04/15/2020,0593,PPP,A & L PLUMBING LLC,7245 STUDEBAKER RD,TIPP CITY,OH,45371-9314,11/10/2021,Paid in Full,24,100,56942.5,56942.5,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,R,N,N,Existing or more than 2 years old,TIPP CITY,MIAMI,OH,45371-9314,OH-15,5,238220,White,Not Hispanic or Latino,,56942.5,,,,,,Sole Proprietorship,57912,The Park National Bank,NEWARK,OH,Male Owned,Non-Veteran,,57755.3,10/15/2021
1648428202,07/30/2020,0593,PPP,"KOTSOVOS, INC.",9501 MONTGOMERY ROAD,CINCINNATI,OH,45242-7203,03/05/2022,Paid in Full,60,100,56942,56942,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45242-7203,OH-01,21,448120,Unanswered,Unknown/NotStated,,56942,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,57327.94,04/08/2021
5558608910,04/30/2021,0549,PPS,KAM INTERNATIONAL INC,3103 Lagrange St,Toledo,OH,43608-1801,03/18/2022,Paid in Full,60,100,56940,56940,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,Y,Y,Existing or more than 2 years old,Toledo,LUCAS,OH,43608-1801,OH-09,13,446110,Unanswered,Unknown/NotStated,,56940,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,57389.19,02/22/2022
6869618305,01/27/2021,0593,PPP,BOARDWALK GRILL LLC,725 W Bank Rd,Celina,OH,45822-2449,08/20/2021,Paid in Full,60,100,56939.27,56939.27,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,R,N,N,Existing or more than 2 years old,Celina,MERCER,OH,45822-2449,OH-05,19,722511,Unanswered,Unknown/NotStated,1,56935.27,,,,,,Limited  Liability Company(LLC),57912,The Park National Bank,NEWARK,OH,Unanswered,Unanswered,,57188.87,07/14/2021
8584688310,01/29/2021,0593,PPP,J.E. MATHENEY TRUCKING LTD.,10840 Norwich Dr,Norwich,OH,43767-9701,11/16/2021,Paid in Full,60,100,56939.07,56939.07,0,,57464,The Community Bank,113 N Fifth St,ZANESVILLE,OH,43701-3533,R,N,N,Existing or more than 2 years old,Norwich,MUSKINGUM,OH,43767-9701,OH-12,6,484230,Unanswered,Unknown/NotStated,1,56937.07,,,,,,Subchapter S Corporation,57464,The Community Bank,ZANESVILLE,OH,Unanswered,Unanswered,,57351.88,10/28/2021
5686307106,04/13/2020,0549,PPP,SHIPLEY TOWING & REPAIR LLC,1051 N MAIN STREET,BOWLING GREEN,OH,43402-1314,06/22/2021,Paid in Full,24,100,56937.5,56937.5,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,Existing or more than 2 years old,BOWLING GREEN,WOOD,OH,43402-1314,OH-05,12,488410,Unanswered,Unknown/NotStated,,56937.5,,,,,,Limited  Liability Company(LLC),58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,57544.83,05/11/2021
6126407108,04/14/2020,0593,PPP,BRIARWOOD BEDS LLC,8444 Township Road 652,MILLERSBURG,OH,44654,08/20/2021,Paid in Full,24,100,56937,56937,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,R,N,N,Existing or more than 2 years old,MILLERSBURG,HOLMES,OH,44654-0001,OH-12,7,337122,White,Not Hispanic or Latino,,56937,,,,,,Limited  Liability Company(LLC),57912,The Park National Bank,NEWARK,OH,Male Owned,Non-Veteran,,57634.28,07/15/2021
2186867905,06/11/2020,0593,PPP,"TCT ENTERPRISES, LLC",5571 HAMILTON RD N,COLUMBUS,OH,43230,05/21/2021,Paid in Full,60,100,56935,56935,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,COLUMBUS,FRANKLIN,OH,43230-0001,OH-03,12,722410,White,Not Hispanic or Latino,,56935,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,57430.02,04/22/2021
3593528405,02/05/2021,0593,PPS,WORTHINGTON FOOT & ANKLE LLC,37 E Wilson Bridge Rd,Worthington,OH,43085-2354,10/07/2021,Paid in Full,60,100,56935,56935,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,Worthington,FRANKLIN,OH,43085-2354,OH-03,6,621391,Unanswered,Unknown/NotStated,1,56931,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,57292.43,09/27/2021
7763637104,04/14/2020,0549,PPP,CUSTOM TREE & LAWN INC,2065 WARREN AVE,AKRON,OH,44320,05/19/2021,Paid in Full,24,100,56932.5,56932.5,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,Existing or more than 2 years old,AKRON,SUMMIT,OH,44320-0001,OH-13,7,561730,White,Not Hispanic or Latino,,56932.5,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Male Owned,Non-Veteran,,57497.08,04/14/2021
7567467104,04/14/2020,0549,PPP,DAFFRON'S BODY SHOP AND USED CARS INC,4825 Warren Rd,CORTLAND,OH,44410,06/24/2021,Paid in Full,24,100,56932,56932,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,CORTLAND,TRUMBULL,OH,44410-0001,OH-14,6,811111,Unanswered,Unknown/NotStated,,56932,,,,,,Corporation,121736,The Huntington National Bank,SIOUX FALLS,SD,Unanswered,Unanswered,,57548.11,05/25/2021
2972137710,05/01/2020,0549,PPP,"ROBO-GEAR, LLC",10905 GOLDEN POND DR,CHAGRIN FALLS,OH,44023,08/20/2021,Paid in Full,24,100,56925,56925,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,CHAGRIN FALLS,GEAUGA,OH,44023-0001,OH-14,2,999990,Unanswered,Unknown/NotStated,5400,43125,8400,,,,,Limited  Liability Company(LLC),194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,57597.54,07/12/2021
4801888310,01/23/2021,0593,PPS,HOPE CARE TEAM LLC,3615 Newmark Dr,Miamisburg,OH,45342-5430,08/18/2021,Paid in Full,60,100,56925,56925,0,,58322,Civista Bank,100 E Water St,SANDUSKY,OH,44870-2524,U,N,N,Existing or more than 2 years old,Miamisburg,MONTGOMERY,OH,45342-5430,OH-10,12,621610,Unanswered,Unknown/NotStated,,56925,,,,,,Limited  Liability Company(LLC),58322,Civista Bank,SANDUSKY,OH,Unanswered,Unanswered,,57233.34,08/11/2021
5329047200,04/27/2020,0593,PPP,"THE LIVING ROOM, INC",2368 NORWOOD AVENUE,CINCINNATI,OH,45212,05/07/2021,Paid in Full,24,100,56922.5,56922.5,0,,75497,"WesBanco Bank, Inc.",1 Bank Plz,WHEELING,WV,26003-3543,U,Y,Y,New Business or 2 years or less,CINCINNATI,HAMILTON,OH,45212-0001,OH-01,7,541910,Unanswered,Not Hispanic or Latino,,56922.5,,,,,,Corporation,75497,"WesBanco Bank, Inc.",WHEELING,WV,Male Owned,Non-Veteran,,57490.17,04/28/2021
2772448504,02/22/2021,0549,PPS,FIRST UNITED METHODIST DAY CARE CENTER OF BOWLING GREEN OH,1526 E Wooster St,Bowling Green,OH,43402-3338,12/15/2021,Paid in Full,60,100,56917,56917,0,,57443,The Union Bank Company,105 Progressive Dr.,COLUMBUS GROVE,OH,45830,U,Y,Y,Existing or more than 2 years old,Bowling Green,WOOD,OH,43402-3338,OH-05,18,624410,Unanswered,Unknown/NotStated,1,56915,,,,,,Corporation,57443,The Union Bank Company,COLUMBUS GROVE,OH,Unanswered,Unanswered,,57342.71,11/26/2021
7629478404,02/12/2021,0549,PPS,WETTLE CORP,952 Holland Park Blvd,Holland,OH,43528-9279,08/12/2021,Paid in Full,60,100,56917,56917,0,,57477,The State Bank and Trust Company,401 Clinton Street,DEFIANCE,OH,43512-0467,U,N,N,Existing or more than 2 years old,Holland,LUCAS,OH,43528-9279,OH-09,5,314910,Unanswered,Unknown/NotStated,1,56916,,,,,,Subchapter S Corporation,57477,The State Bank and Trust Company,DEFIANCE,OH,Male Owned,Unanswered,,57171.55,08/02/2021
7095337003,04/07/2020,0549,PPP,"PEMJAY, INC.",PO BOX 669 318 E Tuscarawas Ave,GNADENHUTTEN,OH,44629-0069,12/24/2020,Paid in Full,24,100,56915.92,56915.92,0,,57512,The First National Bank of Dennison,105 Grant St,DENNISON,OH,44621-1247,R,N,N,Existing or more than 2 years old,GNADENHUTTEN,TUSCARAWAS,OH,44629-0069,OH-12,5,332322,Unanswered,Unknown/NotStated,,56915.92,,,,,,Corporation,57512,The First National Bank of Dennison,DENNISON,OH,Unanswered,Unanswered,,57240.02,11/05/2020
